AAD_Csat,AAD_hfg,AAD_psat,N_Csat,N_hfg,N_psat,Tc_K,c0,c1,c2,formula,inchi,inchikey,name,pc_MPa
0.662885844,0.703794122,13.92763342,95,2,91,731,0.673901477,0.862689386,1.181740223,C_{4}H_{6}O_{2},InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,.gamma.-butyrolactone,5.12217069
,,2.533985556,0,0,89,599.6233333,0.268353221,0.800737774,2.475305505,C_{7}H_{14}O_{2},"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",PGMYKACGEOXYJE-UHFFFAOYSA-N,pentyl ethanoate,2.770171994
0.336658186,0.791084515,3.030654794,42,4,89,530.3689008,0.883179401,0.848305418,0.883937877,C_{7}H_{16},"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3",GXDHCNNESPLIKD-UHFFFAOYSA-N,2-methylhexane,2.733359208
,,4.246431355,0,0,89,701.76942,1.063272972,0.874428777,0.836645384,C_{7}H_{9}N,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",AFBPFSWMIHJQDM-UHFFFAOYSA-N,N-methylaniline,4.219084493
0.886379423,0.999045649,1.607060988,153,5,88,570.5,1.235688027,0.999948929,0.601718464,C_{4}H_{9}Br,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",MPPPKRYCTPRNTB-UHFFFAOYSA-N,1-bromobutane,3.832697881
,,2.219022487,0,0,88,440,0.458618085,0.92369483,1.669325955,C_{3}H_{2}ClF_{3},"InChI=1S/C3H2ClF3/c1-2(4)3(5,6)7/h1H2",OQISUJXQFPPARX-UHFFFAOYSA-N,"2-chloro-3,3,3-trifluoro-1-propene",4.1561073
1.344216518,1.330291283,2.512991715,16,5,88,585.3956667,0.412555091,0.881302221,1.961016615,C_{4}H_{7}N,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",KVNRLNFWIYMESJ-UHFFFAOYSA-N,butanenitrile,3.820444824
0.649705023,0.130126279,2.794972087,56,4,88,536.365276,0.431040472,0.81879265,1.372349153,C_{7}H_{16},"InChI=1S/C7H16/c1-5-7(3,4)6-2/h5-6H2,1-4H3",AEXMKKGTQYQZCS-UHFFFAOYSA-N,"3,3-dimethylpentane",2.938153104
,0.140524667,2.918483239,0,1,88,688.1261739,0.62666963,0.851931399,1.379464126,C_{8}H_{11}N,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",JLTDJTHDQAWBAV-UHFFFAOYSA-N,"N,N-dimethylaniline",3.6211064
,,12.39953761,0,0,88,770,1.246607846,0.745968916,1.114658192,C_{16}H_{34}O,"InChI=1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3",BXWNKGSJHAJOGX-UHFFFAOYSA-N,1-hexadecanol,1.444696478
2.017842209,1.605118513,15.56736584,39,31,88,675.6722331,0.382704148,0.833041117,2.844369638,C_{13}H_{28},"InChI=1S/C13H28/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-13H2,1-2H3",IIYFAKIEWZDVMP-UHFFFAOYSA-N,tridecane,1.68533291
0.007346775,0.128463489,0.896465347,1,4,87,531.0983495,0.849382031,0.871109782,1.037545189,C_{5}H_{10}O_{2},"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",JMMWKPVZQRWMSS-UHFFFAOYSA-N,1-methylethyl ethanoate,3.34636479
,0.150386839,2.461556815,0,1,87,680,0.417678708,0.732285353,2.036021371,C_{4}H_{10}O_{2},"InChI=1S/C4H10O2/c1-2-4(6)3-5/h4-6H,2-3H2,1H3",BMRWNKZVCUKKSR-UHFFFAOYSA-N,"1,2-butanediol",5.008846223
,,3.152934319,0,0,87,763,1.798584493,0.85854318,0.88825166,C_{14}H_{28}O_{2},"InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)",TUNFSRHWOTWDNC-UHFFFAOYSA-N,tetradecanoic acid,1.644275068
,,3.831012259,0,0,87,821,1.286919844,0.88326748,0.736844423,C_{10}H_{8}O,"InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H",KJCVRFUGPWSIIH-UHFFFAOYSA-N,1-naphthol,3.7429169
,,4.978600979,0,0,87,662,0.317708804,0.829923857,2.90477176,C_{6}H_{10}O_{4},"InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3",MUXOBHXGJLMRAB-UHFFFAOYSA-N,"dimethyl 1,4-butanedioate",3.293648914
,1.445986961,1.588880108,0,3,86,561.3362969,1.210164948,0.999986588,0.795146371,C_{6}H_{12}O_{2},"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",GJRQTCIYDGXPES-UHFFFAOYSA-N,2-methylpropyl ethanoate,2.983081047
0.452773081,1.049126044,3.557891545,31,6,86,523.36,1.145546144,0.91721603,0.579628101,C_{2}H_{4}Cl_{2},"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3",SCYULBFZEHDVBN-UHFFFAOYSA-N,"1,1-dichloroethane",5.061088873
,1.015663804,4.354703663,0,19,86,764,0.18696622,0.8476732,2.586484194,C_{8}H_{6}S,InChI=1S/C8H6S/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,FCEHBMOGCRZNNI-UHFFFAOYSA-N,benzo[b]thiophene,4.582224425
47.84349686,7.520968348,6.018489454,29,2,86,32.976,0.142926703,0.894658846,1.22783E-07,H_{2},InChI=1S/H2/h1H,UFHFLCQGNIYNRP-UHFFFAOYSA-N,para-hydrogen,1.292618873
,,7.61060208,0,0,86,549,0,0.226298216,1.053017541,C_{5}H_{10}O,"InChI=1S/C5H10O/c1-4-5(2,3)6/h4,6H,1H2,2-3H3",HNVRRHSXBLFLIG-UHFFFAOYSA-N,2-methyl-3-buten-2-ol,3.662287579
,0.135575303,0.832707758,0,1,85,699,0.593239629,0.855523256,1.212157905,C_{6}H_{4}Cl_{2},InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,RFFLAFLAYFXFSW-UHFFFAOYSA-N,"1,2-dichlorobenzene",4.491645393
,,0.900975263,0,0,85,691.5738421,0.298485565,0.807464734,1.990614731,C_{7}H_{5}N,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H,JFDZBHWFFUWGJE-UHFFFAOYSA-N,benzonitrile,3.581349726
,1.474216952,0.975471197,0,1,85,451.0985828,0.249271801,0.828791603,2.927367077,C_{6}F_{14},"InChI=1S/C6F14/c7-1(8,3(11,12)5(15,16)17)2(9,10)4(13,14)6(18,19)20",ZJIJAJXFLBMLCK-UHFFFAOYSA-N,perfluorohexane,1.879090015
,,1.490324323,0,0,85,424.964,0.166555978,0.857636978,2.175745511,C_{2}H_{3}Cl,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",BZHJMEDXRYGGRV-UHFFFAOYSA-N,chloroethene,5.567554667
,,1.685237622,0,0,85,666,0.843858906,0.831885055,1.413629526,C_{8}H_{14}O_{4},"InChI=1S/C8H14O4/c1-3-11-7(9)5-6-8(10)12-4-2/h3-6H2,1-2H3",DKMROQRQHGEIOW-UHFFFAOYSA-N,diethyl butanedioate,2.30490322
,,2.250609293,0,0,85,632.2,0.903496589,0.941166709,0.941116529,C_{9}H_{18},"InChI=1S/C9H18/c1-8(2)9-6-4-3-5-7-9/h8-9H,3-7H2,1-2H3",GWESVXSMPKAFAS-UHFFFAOYSA-N,(1-methylethyl)cyclohexane,3.270273959
,,2.799341715,0,0,85,537.02554,0.963896079,0.999972455,0.806870135,C_{5}H_{10}O,"InChI=1S/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3",JWUJQDFVADABEY-UHFFFAOYSA-N,2-methyltetrahydrofuran,3.754520267
,0.694129318,3.08222679,0,1,85,585,1.058713697,0.990324064,0.699762517,C_{7}H_{12},"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h5H,2-4,6H2,1H3",CTMHWPIWNRWQEG-UHFFFAOYSA-N,1-methylcyclohexene,3.735709007
0.339932927,1.111100147,3.11913496,40,17,85,586.740878,0.482507357,0.811736524,1.565138686,C_{6}H_{12}O,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",QQZOPKMRPOGIEB-UHFFFAOYSA-N,2-hexanone,3.324961971
,,5.856297978,0,0,85,651,1.406219866,0.99968168,0.830982171,C_{7}H_{12}O_{4},"InChI=1S/C7H12O4/c1-3-10-6(8)5-7(9)11-4-2/h3-5H2,1-2H3",IYXGSMUGOJNHAZ-UHFFFAOYSA-N,"diethyl 1,3-propanedioate",2.574532916
,,0.6583423,0,0,84,543.4992625,0.333020959,0.814623259,1.791444617,C_{6}H_{10},"InChI=1S/C6H10/c1-3-5-6-4-2/h3,5H2,1-2H3",MELUCTCJOARQQG-UHFFFAOYSA-N,2-hexyne,4.09653691
,3.223810401,1.147774354,0,4,84,641.4,1.098192924,0.903110207,0.966516578,C_{9}H_{18}O,"InChI=1S/C9H18O/c1-3-5-7-9(10)8-6-4-2/h3-8H2,1-2H3",WSGCRAOTEDLMFQ-UHFFFAOYSA-N,5-nonanone,2.359483528
,,1.167668595,0,0,84,540.26,0.341920873,0.840233843,2.308357703,C_{5}H_{8}O_{2},"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",VVQNEPGJFQJSBK-UHFFFAOYSA-N,methyl methacrylate,3.18369799
,0.462449569,1.220355998,0,4,84,594.136,0.825483829,0.823013165,0.815726906,C_{5}H_{11}N,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",NQRYJNQNLNOLGT-UHFFFAOYSA-N,piperidine,4.654125826
,,1.271771069,0,0,84,708,0.420083625,0.794265624,1.958954248,C_{14}H_{22},"InChI=1S/C14H22/c1-13(2,3)11-7-9-12(10-8-11)14(4,5)6/h7-10H,1-6H3",OOWNNCMFKFBNOF-UHFFFAOYSA-N,"1,4-bis(1,1-dimethylethyl)benzene",2.229060393
0.499393623,0.70525556,2.350210949,8,5,84,532.783883,1.163980611,0.955841161,0.577621462,C_{6}H_{12},"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3",GDOPTJXRTPNYNR-UHFFFAOYSA-N,methylcyclopentane,3.788058114
,0.019793249,2.875823715,0,1,84,776,1.535622197,0.994517043,0.771470974,C_{12}H_{14}O_{4},"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3",FLKPEMZONWLCSK-UHFFFAOYSA-N,"diethyl 1,2-benzenedioate",2.236408761
0.131254907,1.146715846,1.04746985,24,2,83,432.9643115,0.624310497,0.836239274,0.936112795,C_{3}H_{9}N,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,GETQZCLCWQTVFV-UHFFFAOYSA-N,trimethylamine,4.084315455
0.371510544,0.389367158,1.553618586,33,5,83,667.27918,0.450761243,0.819889119,1.562974448,C_{7}H_{9}N,"InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3",HWWYDZCSSYKIAD-UHFFFAOYSA-N,"3,5-dimethylpyridine",3.819393828
0.799152971,1.030284842,1.638630415,44,2,83,537.4670678,0.904563255,0.874293876,0.90228129,C_{7}H_{14},"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",ZGEGCLOFRBLKSE-UHFFFAOYSA-N,1-heptene,2.921132493
,,2.155811807,0,0,83,359,1.133342858,0.999839576,0.74130581,C_{3}F_{6},"InChI=1S/C3F6/c4-1(2(5)6)3(7,8)9",HCDGVLDPFQMKDK-UHFFFAOYSA-N,hexafluoropropene,3.144316251
,,2.581479206,0,0,83,33.18,0.022436635,0.99999983,0.999673209,H_{2},InChI=1S/H2/h1H,UFHFLCQGNIYNRP-UHFFFAOYSA-N,hydrogen,1.292977387
,1.119532931,3.997018244,0,1,83,640,1.16097166,0.999979345,0.903997651,C_{8}H_{14}O,"InChI=1S/C8H14O/c1-7(2)5-4-6-8(3)9/h5H,4,6H2,1-3H3",UHEPJGULSIKKTP-UHFFFAOYSA-N,"5-heptene-2-one, 6-methyl-",3.344273024
0.384645902,0.34168053,4.034794542,58,2,83,563.6821,0.745801281,0.816657482,1.06841717,C_{8}H_{18},"InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3",LAIUFBWHERIJIH-UHFFFAOYSA-N,3-methylheptane,2.54260952
,,0.259613626,0,0,82,551.6,0.922943026,0.92456343,0.844914678,C_{8}H_{16},"InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h1,6H2,2-5H3",FXNDIJDIPNCZQJ-UHFFFAOYSA-N,"2,4,4-trimethyl-1-pentene",2.751173065
,,0.573338043,0,0,82,464.739636,1.014880801,0.998521402,0.694786828,C_{5}H_{10},"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",YWAKXRMUMFPDSH-UHFFFAOYSA-N,1-pentene,3.552355835
,,0.855239516,0,0,82,381.25,0.624446641,0.829779351,1.07568973,CF_{8}S,"InChI=1S/CF8S/c2-1(3,4)10(5,6,7,8)9",QIYZKVMAFMDRTP-UHFFFAOYSA-N,pentafluoro(trifluoromethyl)sulfur,3.353262064
0.276995049,0.885133436,2.194142793,48,2,82,630.8,0.539422607,0.8376982,1.37888364,C_{9}H_{18},"InChI=1S/C9H18/c1-2-6-9-7-4-3-5-8-9/h9H,2-8H2,1H3",DEDZSLCZHWTGOR-UHFFFAOYSA-N,1-cyclohexylpropane,2.850587029
0.609878266,0.248100059,2.200434882,58,3,82,425.1348,0.328342259,0.821314952,1.414251968,C_{4}H_{6},"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",KAKZBPTYRLMSJV-UHFFFAOYSA-N,"1,3-butadiene",4.329965908
,,4.026754262,0,0,82,881,0.993969394,0.77805423,1.131899468,C_{8}H_{8}BrNO,"InChI=1S/C8H8BrNO/c1-6(11)10-8-4-2-7(9)3-5-8/h2-5H,1H3,(H,10,11)",MSLICLMCQYQNPK-UHFFFAOYSA-N,N-(4-bromophenyl)acetamide,3.922399258
,,4.409792525,0,0,82,704,1.056630373,0.824171136,0.955797623,C_{9}H_{12}O,"InChI=1S/C9H12O/c1-7(2)8-5-3-4-6-9(8)10/h3-7,10H,1-2H3",CRBJBYGJVIBWIY-UHFFFAOYSA-N,2-(1-methylethyl)phenol,3.46349323
,,9.254831405,0,0,82,789,0.581809096,0.923878342,1.666377806,C_{10}H_{7}Cl,InChI=1S/C10H7Cl/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,JTPNRXUCIXHOKM-UHFFFAOYSA-N,1-chloronaphthalene,3.720750864
0.121465041,0.468310858,0.756731042,21,3,81,531.133388,0.343045801,0.814397125,1.547378418,C_{7}H_{16},"InChI=1S/C7H16/c1-6(2)7(3,4)5/h6H,1-5H3",ZISSAWUMDACLOM-UHFFFAOYSA-N,"2,2,3-trimethylbutane",2.944344231
,,1.117115434,0,0,81,537.3,0.498679072,0.839643158,1.465861403,C_{6}H_{10},"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H2,1-2H3",DQQNMIPXXNPGCV-UHFFFAOYSA-N,3-hexyne,4.193052281
,2.203733691,2.110518126,0,2,81,679.28,1.474613649,0.999949337,0.933251888,C_{4}H_{10}O_{2},"InChI=1S/C4H10O2/c1-4(6)2-3-5/h4-6H,2-3H2,1H3",PUPZLCDOIYMWBV-UHFFFAOYSA-N,"1,3-butanediol",4.807934542
1.266183549,2.744292077,2.572726159,81,4,81,568.63309,2.351952271,0.999538044,0.290318527,C_{4}H_{9}N,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",RWRDLPDLKQPQOW-UHFFFAOYSA-N,pyrrolidine,5.71128405
,,3.577757499,0,0,81,737,0.383744304,0.821513466,1.927258221,C_{7}H_{7}NO_{2},"InChI=1S/C7H7NO2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3",QZYHIOPPLUPUJF-UHFFFAOYSA-N,3-nitrotoluene,3.208088735
3.22492542,,4.103681107,13,0,81,591.702439,0.478063752,0.836859938,1.694085496,C_{6}H_{12}O,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",JARKCYVAAOWBJS-UHFFFAOYSA-N,hexanal,3.528346006
,,6.93920509,0,0,81,673,1.213814238,0.974396902,0.686974826,C_{6}H_{5}ClO,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",ISPYQTSUDJAMAB-UHFFFAOYSA-N,2-chlorophenol,3.989185373
,1.768413922,10.98619499,0,18,81,742,1.315530952,0.999985425,0.646491738,C_{12}H_{22},"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",WVIIMZNLDWSIRH-UHFFFAOYSA-N,"1,1'-bicyclohexyl",2.870976552
,,0.814987974,0,0,80,877,0.584293156,0.8289911,1.547584929,C_{13}H_{8}O,InChI=1S/C13H8O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8H,YLQWCDOCJODRMT-UHFFFAOYSA-N,9(9H)-fluorenone,3.024296915
1.673939533,3.473345828,2.117421104,22,1,80,539.85,1.315156388,0.99999898,0.931746493,C_{3}H_{6}O,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",XXROGKLTLUQVRX-UHFFFAOYSA-N,2-propenol,5.760178866
,,3.245086136,0,0,80,709.1666,0.464573237,0.870106933,2.255495678,C_{8}H_{8}O_{3},"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3",OSWPMRLSEDHDFF-UHFFFAOYSA-N,methyl 2-hydroxybenzoate,3.660686694
0.123752522,1.661117438,4.333887411,29,3,80,632.7,0.533055454,0.800553767,1.614988382,C_{8}H_{16}O,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,2-octanone,2.780750306
,,6.878620614,0,0,80,641,1.444000502,0.98283478,0.690851955,C_{8}H_{19}N,"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",IOQPZZOEVPZRBK-UHFFFAOYSA-N,1-octanamine,2.714168164
,,2.84318596,0,0,79,777.2220775,0.255117682,0.806613717,3.428841729,C_{6}H_{14}O_{4},"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",ZIBGPFATKBEMQZ-UHFFFAOYSA-N,triethylene glycol,3.29165017
,6.923775522,3.19173418,0,1,79,456.6464,0.530903927,0.923450874,1.671433886,CHN,InChI=1S/CHN/c1-2/h1H,LELOWRISYMNNSU-UHFFFAOYSA-N,hydrogen cyanide,4.897097753
0.293930248,0.2888291,3.193197,69,1,79,638.2864898,0.779952362,0.839231346,1.00871063,C_{9}H_{12},"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",ODLMAHJVESYWTB-UHFFFAOYSA-N,propylbenzene,3.20015624
0.39369839,0.191749252,3.535931447,43,5,79,647.0563692,0.638173737,0.820859124,1.186185792,C_{7}H_{9}N,"InChI=1S/C7H9N/c1-6-3-4-8-7(2)5-6/h3-5H,1-2H3",JYYNAJVZFGKDEQ-UHFFFAOYSA-N,"2,4-dimethylpyridine",3.85555711
,,4.152601974,0,0,79,692,1.619897721,0.999295786,0.713793016,C_{8}H_{14}O_{4},"InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3",UDSFAEKRVUSQDD-UHFFFAOYSA-N,"dimethyl 1,6-hexanedioate",2.527376073
0.836083255,,6.151009259,20,0,79,540,0.470253528,0.854859079,1.462783144,C_{3}H_{3}N,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",NLHHRLWOUZZQLW-UHFFFAOYSA-N,acrylonitrile,4.66107924
,16.49374915,48.35761934,0,4,79,615,0.644429832,0.910944664,1.788833033,C_{4}H_{6}O_{2},"InChI=1S/C4H6O2/c1-3(2)4(5)6/h1H2,2H3,(H,5,6)",CERQOIWHTDAKMF-UHFFFAOYSA-N,2-methyl-2-propenoic acid,4.117485589
,,0.638633554,0,0,78,324.666596,0.715531106,0.997978571,0.797094733,ClH,InChI=1S/ClH/h1H,VEXZGXHMUGYJMC-UHFFFAOYSA-N,hydrogen chloride,8.272861329
,,2.80599708,0,0,78,743,1.524802073,0.781427572,1.018737317,C_{12}H_{24}O_{2},"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)",POULHZVOKOAJMA-UHFFFAOYSA-N,dodecanoic acid,1.989939171
,,3.441052031,0,0,78,900,0.644215763,0.903341784,1.866224931,C_{12}H_{9}N,"InChI=1S/C12H9N/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8,13H",UJOBWOGCFQCDNV-UHFFFAOYSA-N,9H-carbazole,4.267699411
,,8.574282971,0,0,78,583,0.204793528,0.798932156,3.615487979,C_{4}H_{8}O_{2},"InChI=1S/C4H8O2/c1-2-6-4-3-5/h2,5H,1,3-4H2",VUIWJRYTWUGOOF-UHFFFAOYSA-N,2-(ethenyloxy)ethanol,4.522054453
,,0.350316044,0,0,77,44.4,0.260096869,0.947353651,1.117499978,Ne,InChI=1S/Ne,GKAOGPIIYCISHV-UHFFFAOYSA-N,neon,2.653447286
0.250034334,0.483745885,0.760481028,23,3,77,490.20982,0.928036279,0.856026338,0.683110292,C_{4}H_{4}O,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,YLQBMQCUIZJEEH-UHFFFAOYSA-N,furan,5.559371045
0.392339236,0.533314121,1.205206096,51,2,77,606.9,0.523012662,0.846087752,1.326916082,C_{8}H_{16},"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",IIEWJVIFRVWJOD-UHFFFAOYSA-N,ethylcyclohexane,3.2679512
0.518411865,2.251178578,2.212488065,2,1,77,652,0.161214932,0.850079979,2.547625447,C_{3}H_{6}Br_{2},"InChI=1S/C3H6Br2/c1-3(5)2-4/h3H,2H2,1H3",XFNJYAKDBJUJAJ-UHFFFAOYSA-N,"1,2-dibromopropane",4.630320087
,,3.314611098,0,0,77,719,1.500328565,0.991339089,0.645587808,C_{3}H_{7}NO,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,4.985709256
,,3.488998427,0,0,77,857.1708,0.26084617,0.824681804,3.008994831,C_{18}H_{14},InChI=1S/C18H14/c1-3-9-15(10-4-1)17-13-7-8-14-18(17)16-11-5-2-6-12-16/h1-14H,OIAQMFOKAXHPNH-UHFFFAOYSA-N,o-terphenyl,2.87168298
,,4.237618966,0,0,77,698.57038,0.231726388,0.831562617,2.872946379,C_{8}H_{11}N,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",OJGMBLNIHDZDGS-UHFFFAOYSA-N,N-ethylaminobenzene,3.767782379
,0.088200603,1.011401356,0,1,76,668,0.633702251,0.590688206,1.176724919,C_{10}H_{18}O,"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3",CDOSHBSSFJOMGT-UHFFFAOYSA-N,"3,7-dimethyl-1,6-octadien-3-ol",2.693210436
,0.93750269,1.18566226,0,13,76,570.92,0.168869016,0.837953981,2.737130032,C_{6}H_{12}O,"InChI=1S/C6H12O/c1-5(7)6(2,3)4/h1-4H3",PJGSXYOJTGTZAV-UHFFFAOYSA-N,"3,3-dimethyl-2-butanone",3.656823548
,0.426399674,1.670821055,0,2,76,652,0.230017139,0.8381783,2.74310012,C_{4}H_{9}NO,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,FXHOOIRPVKKKFG-UHFFFAOYSA-N,"N,N-dimethylethanamide",3.909393597
0.19559796,2.636732114,3.073213556,17,1,76,647.5,0.868065643,0.750145126,0.740036849,C_{8}H_{16},InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,WJTCGQSWYFHTAC-UHFFFAOYSA-N,cyclooctane,3.549634936
,,8.279188117,0,0,76,741.9,1.427455183,0.765489194,0.811858164,C_{5}H_{13}NO_{2},"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CRVGTESFCCXCTH-UHFFFAOYSA-N,N-methyldiethanolamine,4.15429722
,0.888127481,10.67375165,0,1,76,633.9,0.238514518,0.822540523,3.053940333,C_{6}H_{14}O_{2},"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",POAOYUHQDCAZBD-UHFFFAOYSA-N,2-butoxyethan-1-ol,3.269061274
,,0.135564558,0,0,75,396.44,0.660876122,0.923119486,0.91816083,CF_{3}I,"InChI=1S/CF3I/c2-1(3,4)5",VPAYJEUHKVESSD-UHFFFAOYSA-N,trifluoroiodomethane,3.950362655
,0.132559683,0.698547597,0,1,75,488.242546,2.276147197,0.997152758,0.284693123,C_{3}H_{8}O_{2},"InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3",NKDDWNXOKDWJAK-UHFFFAOYSA-N,dimethoxymethane,3.958973982
0.967697986,1.715098888,1.469340049,25,12,75,416.2351208,0.324316219,0.844539257,1.401051592,CH_{3}Cl,InChI=1S/CH3Cl/c1-2/h1H3,NEHMKBQYUWJMIP-UHFFFAOYSA-N,chloromethane,6.680329308
,,2.762818071,0,0,75,551.6,1.37463075,0.999967345,0.617932341,C_{5}H_{8}O_{2},"InChI=1S/C5H8O2/c1-3-5(6)7-4-2/h3H,1,4H2,2H3",JIGUQPWFLRLWPJ-UHFFFAOYSA-N,ethyl propenoate,3.425303213
,,1.966101773,0,0,74,556.1,2.423996993,0.661901962,0.507953721,C_{5}H_{12}O,"InChI=1S/C5H12O/c1-4(2)5(3)6/h4-6H,1-3H3",MXLMTQWGSQIYOW-UHFFFAOYSA-N,3-methyl-2-butanol,3.87
,,3.054393529,0,0,74,678,1.242427607,0.999018586,0.71684574,C_{11}H_{16},"InChI=1S/C11H16/c1-9-5-7-10(8-6-9)11(2,3)4/h5-8H,1-4H3",QCWXDVFBZVHKLV-UHFFFAOYSA-N,"1-(1,1-dimethylethyl)-4-methylbenzene",3.041123428
,1.474188135,3.600251364,0,1,74,657,1.586112876,0.999731864,0.8255405,C_{6}H_{14}O_{2},"InChI=1S/C6H14O2/c1-5(7)4-6(2,3)8/h5,7-8H,4H2,1-3H3",SVTBMSDMJJWYQN-UHFFFAOYSA-N,"2-methyl-2,4-pentanediol",3.764863935
,0.053669697,0.424826377,0,1,73,635,0.473845028,0.8294135,1.555450948,C_{10}H_{16},"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3/t8-,9-/m0/s1",WTARULDDTDQWMU-IUCAKERBSA-N,"(1S,5S)-6,6-dimethyl-2-methylenebicyclo[3.1.1]heptane",2.608775822
,0.395055886,1.576247185,0,14,73,632,1.548136496,0.999954372,0.569466986,C_{3}H_{10}N_{2},InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,XFNJVJPLKCPIBV-UHFFFAOYSA-N,"1,3-propanediamine",5.776766407
