AAD_Csat,AAD_hfg,AAD_psat,N_Csat,N_hfg,N_psat,Tc_K,c0,c1,c2,formula,inchi,inchikey,name,pc_MPa
6.854392039,3.309456001,34.18572459,107,13,536,610.4,1.559052622,0.999935312,0.835070363,C_{6}H_{14}O,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",ZSIAUFGUXNUGDI-UHFFFAOYSA-N,hexan-1-ol,3.384459478
,1.577229062,0.748828424,0,14,502,506.51,1.149402423,0.999996982,0.716252072,C_{3}H_{6}O_{2},InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,KXKVLQRXCPHEJC-UHFFFAOYSA-N,methyl ethanoate,4.733405573
0.531906555,1.012545807,0.589343077,97,20,490,556.439938,0.427570811,0.795855072,1.148062513,CCl_{4},"InChI=1S/CCl4/c2-1(3,4)5",VZGDMQKNWNREIO-UHFFFAOYSA-N,tetrachloromethane,4.560145264
,0.353028493,0.918098161,0,15,484,549.691,0.189627171,0.830325417,2.897130987,C_{5}H_{10}O_{2},"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",YKYONYBAUNKHLG-UHFFFAOYSA-N,propyl ethanoate,3.383133951
,3.626050553,3.859628753,0,16,472,545.4085278,0.508253643,0.923471033,1.671206545,C_{2}H_{3}N,InChI=1S/C2H3N/c1-2-3/h1H3,WEVYAHXRMPXWCK-UHFFFAOYSA-N,acetonitrile,4.873081096
3.000429285,0.836541735,5.500422176,27,21,472,506.1058819,2.08051585,0.999991332,0.56116763,C_{4}H_{10}O,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methylpropan-2-ol,3.974280833
0.984462816,0.632310349,0.729021836,26,12,465,572.313826,0.613515888,0.834733549,1.024018905,C_{7}H_{14},"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",UAEPNZWRGJTJPN-UHFFFAOYSA-N,methylcyclohexane,3.4812031
1.503022108,70.75886471,21.03433093,65,5,455,592.9977891,1.321161142,0.999904606,0.656178469,C_{2}H_{4}O_{2},"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N,acetic acid,5.739951218
0.78849944,0.416317002,0.373100165,159,19,447,374.1825923,0.306400787,0.829777328,2.011245912,C_{2}H_{2}F_{4},"InChI=1S/C2H2F4/c3-1-2(4,5)6/h1H2",LVGUZGTVOIAKKC-UHFFFAOYSA-N,"1,1,1,2-tetrafluoroethane",4.05724298
1.801844318,0.337451287,0.756730109,101,1,447,154.6448271,0.240606238,0.889529784,1.26781565,O_{2},InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,oxygen,5.042980785
1.418546661,0.471803161,0.783442963,38,9,441,190.5629426,0.15282401,0.909319677,1.805638307,CH_{4},InChI=1S/CH4/h1H4,VNWKTOKETHGBQD-UHFFFAOYSA-N,methane,4.606885336
1.138225284,3.433075237,6.531344834,102,15,439,702.577798,1.770144557,0.999936887,0.448097592,C_{6}H_{7}N,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",PAYRUJLWNCNPSJ-UHFFFAOYSA-N,aniline,5.298890132
0.398208608,1.448784811,2.146677525,30,10,437,561.3886863,0.245222753,0.839007401,2.153005955,C_{2}H_{4}Cl_{2},InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-dichloroethane",5.504785423
0.430271897,0.71758356,2.595833291,155,15,433,617.1189763,0.777486882,0.838770471,0.942328167,C_{8}H_{10},"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ethylbenzene,3.609497383
0.556952417,0.611709431,1.008786496,65,16,415,632.6207973,0.381062144,0.818023238,1.458533293,C_{6}H_{5}Cl,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,MVPPADPHJFYWMZ-UHFFFAOYSA-N,chlorobenzene,4.509147487
0.440781004,0.703037044,1.271919507,58,15,407,594.1479955,0.536673463,0.804173092,1.574822123,C_{9}H_{20},"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,2.291680693
0.324104437,0.785983864,0.349519298,80,4,395,496.9705213,0.619396141,0.812353827,1.059938434,C_{5}H_{12}O,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",BZLVMXJERCGZMT-UHFFFAOYSA-N,2-methoxy-2-methylpropane,3.413885148
0.448112216,1.138077399,2.910920714,139,18,389,536.4031076,0.662334696,0.829135652,1.104692817,C_{4}H_{8}O,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",ZWEHNKRNPOVVGH-UHFFFAOYSA-N,butanone,4.171466862
1.025442257,0.42245198,3.13044963,120,1,383,407.8542012,1.112108969,0.99911847,0.543987413,C_{4}H_{10},"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",NNPPMTNAJDCUHE-UHFFFAOYSA-N,2-methylpropane,3.639232927
0.433686747,0.550741966,1.39724197,87,20,380,616.1868526,0.388240509,0.826271866,1.679315398,C_{8}H_{10},"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N,"1,4-dimethylbenzene",3.52621229
1.452273942,,1.450228934,63,0,379,386.4380257,0.300466545,0.843728734,1.89744659,C_{2}H_{4}F_{2},"InChI=1S/C2H4F2/c1-2(3)4/h2H,1H3",NPNPZTNLOVBDOC-UHFFFAOYSA-N,"1,1-difluoroethane",4.517840641
2.065226771,,1.488992999,79,0,376,351.2812325,0.343623396,0.854574377,1.790612917,CH_{2}F_{2},InChI=1S/CH2F2/c2-1-3/h1H2,RWRIWBAIICGTTQ-UHFFFAOYSA-N,difluoromethane,5.784252262
0.533984904,1.390773376,2.050882709,73,19,374,619.2480966,0.618909164,0.811347783,1.002915746,C_{5}H_{5}N,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,JUJWROOIHBZHMG-UHFFFAOYSA-N,pyridine,5.648698682
0.370187793,1.508458845,3.985753822,40,14,372,630.5708099,0.635128185,0.838587158,1.13868773,C_{8}H_{10},"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N,"1,2-dimethylbenzene",3.752110612
,39.24514071,19.01841793,0,6,371,603.4050463,0.657663743,0.918078989,1.72032053,C_{3}H_{6}O_{2},"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N,propanoic acid,4.526979795
6.07798306,8.024644033,39.18061799,86,4,371,651.3257423,1.807729017,0.999348844,0.730316137,C_{8}H_{18}O,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,octan-1-ol,2.815336766
1.746063155,5.081345139,6.273163719,165,8,367,719.470305,1.348703932,0.999982609,0.825907647,C_{2}H_{6}O_{2},"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",LYCAIKOWRPUZTN-UHFFFAOYSA-N,"1,2-ethanediol",8.263466286
,,0.442765103,0,0,356,427.1040161,0.898274191,0.869389808,0.973995756,C_{3}H_{3}F_{5},"InChI=1S/C3H3F5/c4-2(5)1-3(6,7)8/h2H,1H2",MSSNHSVIGIHOJA-UHFFFAOYSA-N,"1,1,1,3,3-pentafluoropropane",3.653618626
,,0.452355573,0,0,356,509.4,0.596349134,0.833822797,1.24608238,C_{6}H_{14}O,"InChI=1S/C6H14O/c1-5-7-6(2,3)4/h5H2,1-4H3",NUMQCACRALPSHD-UHFFFAOYSA-N,2-ethoxy-2-methylpropane,2.961491291
,,2.565446078,0,0,356,721.7409836,0.783149841,0.88298508,1.097078708,C_{5}H_{9}NO,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",SECXISVLQFMRJM-UHFFFAOYSA-N,N-methylpyrrolidone,4.528556947
,1.726051846,0.736235218,0,14,354,546.6826004,0.218147028,0.816062753,2.556188245,C_{5}H_{10}O_{2},"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3",FKRCODPIKNYEAC-UHFFFAOYSA-N,ethyl propanoate,3.353327877
,22.67877675,12.38181156,0,6,354,621.5853637,0.728129199,0.914958964,1.750743166,C_{4}H_{8}O_{2},"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",FERIUCNNQQJTOY-UHFFFAOYSA-N,butanoic acid,3.975017343
6.224273811,8.385058567,37.29780898,105,13,349,543.822835,2.251555714,0.999999182,0.513057706,C_{5}H_{12}O,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-methylbutan-2-ol,3.709975923
,,1.842375876,0,0,337,772.163801,0.274650162,0.826431923,2.478415185,C_{12}H_{10},InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,biphenyl,3.476947437
3.869771582,11.71664334,45.92383711,270,15,335,587.9635708,1.436112141,0.999981246,0.999792199,C_{5}H_{12}O,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,3.897551808
,0.921587049,0.926182025,0,1,323,557,0.323644709,0.806701328,1.82095203,C_{3}H_{6}O_{3},InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,IEJIGPNLZYLLBP-UHFFFAOYSA-N,dimethyl carbonate,4.632243636
1.450161922,0.15384364,1.727539048,149,3,322,305.4057263,0.49386192,0.883978865,0.922381904,C_{2}H_{6},InChI=1S/C2H6/c1-2/h1-2H3,OTMSDBZUPAUEDD-UHFFFAOYSA-N,ethane,4.879569358
0.929342118,1.706391363,1.307743836,63,8,321,536.1237478,1.288364283,0.999973439,0.504052532,CHCl_{3},InChI=1S/CHCl3/c2-1(3)4/h1H,HEDRZPFGACZZDS-UHFFFAOYSA-N,trichloromethane,5.453183087
,0.993337934,2.078541577,0,6,319,560.37971,2.490856507,0.74765366,0.493438355,C_{5}H_{12}O,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",JYVLIDXNZAXMDK-UHFFFAOYSA-N,pentan-2-ol,3.675450202
,0.73860744,1.220963596,0,4,314,554.421,0.367632249,0.79493541,1.797848976,C_{5}H_{10}O_{2},"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",UUIQMZJEGPQKFD-UHFFFAOYSA-N,methyl butanoate,3.494214907
0.853530103,0.253260517,0.500125166,47,13,310,543.9135982,0.467164887,0.83327419,1.455618002,C_{8}H_{18},"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",NHTMVDHEPJAVLT-UHFFFAOYSA-N,"2,2,4-trimethylpentane",2.568058748
,0.63993077,0.56036946,0,7,308,575.4413793,0.254748771,0.836474415,2.780738896,C_{6}H_{12}O_{2},"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DKPFZGUDAPQIHT-UHFFFAOYSA-N,butyl ethanoate,3.159096249
1.720468828,1.545457588,2.358132022,8,4,308,670.87846,1.215983597,0.999967468,0.580409706,C_{6}H_{5}Br,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,QARVLSVVCXYDNA-UHFFFAOYSA-N,bromobenzene,4.687643879
0.115574784,0.808773709,2.066700536,67,22,305,658.2474239,0.534073105,0.793452475,1.826152449,C_{12}H_{26},"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,dodecane,1.804964734
0.401299596,1.637572691,2.322762737,18,13,302,694.27167,1.868068974,0.999814074,0.47271495,C_{6}H_{6}O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,5.618944851
1.298611575,0.683252048,0.743596744,120,9,301,126.2068912,0.127192189,0.891188981,1.997276644,N_{2},InChI=1S/N2/c1-2,IJGRMHOSHXDMSA-UHFFFAOYSA-N,nitrogen,3.398217289
,0.758390877,1.174888923,0,1,296,536.347541,0.11484196,0.828350246,2.935515518,C_{6}H_{14}O,"InChI=1S/C6H14O/c1-5-6(2,3)7-4/h5H2,1-4H3",HVZJRWJGKQPSFL-UHFFFAOYSA-N,2-methoxy-2-methylbutane,3.191670146
,0.327717187,1.78690742,0,11,292,530.6206856,0.36299173,0.7926516,1.707711551,C_{4}H_{8}O_{2},"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3",RJUFJBKOKNCXHH-UHFFFAOYSA-N,methyl propanoate,4.024727053
0.713321328,1.073445508,0.676153386,116,3,291,540.12678,0.765450267,0.861529841,0.847904905,C_{4}H_{8}O,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,WYURNTSHIVDZCO-UHFFFAOYSA-N,tetrahydrofuran,5.234363315
1.174973326,1.114845557,3.260574584,113,34,291,405.4309447,0.279439306,0.857556004,1.978890402,H_{3}N,InChI=1S/H3N/h1H3,QGZKDVFQNNGYKY-UHFFFAOYSA-N,ammonia,11.35807513
0.828176243,2.755357329,3.460244372,31,1,289,631.1718565,0.371616018,0.844860438,1.87441847,C_{9}H_{12},"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",RWGFKTVRMDUZSP-UHFFFAOYSA-N,isopropylbenzene,3.197451242
,0.232961582,0.637544802,0,12,287,575.3704828,0.212997054,0.833946944,2.639030919,C_{6}H_{12}O,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",NTIZESTWPVYFNL-UHFFFAOYSA-N,4-methylpentan-2-one,3.396372864
,1.288688413,1.492870841,0,8,283,516.4220552,0.978017435,0.999976224,0.984012229,C_{6}F_{6},InChI=1S/C6F6/c7-1-2(8)4(10)6(12)5(11)3(1)9,ZQBFAOFFOQMSGJ-UHFFFAOYSA-N,hexafluorobenzene,3.272816276
,11.42119346,11.39706609,0,2,281,628.9581,0.798662499,0.921542296,1.688898398,C_{5}H_{10}O_{2},"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)",GWYFCOCPABKNJV-UHFFFAOYSA-N,3-methylbutanoic acid,3.402185607
,,1.187989629,0,0,280,339.2024054,1.08453069,0.998597625,0.741264386,C_{2}HF_{5},"InChI=1S/C2HF5/c3-1(4)2(5,6)7/h1H",GTLACDSXYULKMZ-UHFFFAOYSA-N,pentafluoroethane,3.623182484
,33.74856249,16.69435749,0,3,280,604.96,0.738899403,0.917027738,1.730855036,C_{4}H_{8}O_{2},"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",KQNPFQTWMSNSAP-UHFFFAOYSA-N,2-methylpropanoic acid,3.700082453
,,0.183652909,0,0,279,375.0078435,0.46616775,0.818750816,1.558077719,C_{3}HF_{7},"InChI=1S/C3HF7/c4-1(2(5,6)7)3(8,9)10/h1H",YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",2.929204036
0.371096095,1.567482878,0.89723468,54,7,274,500.1720945,1.278144764,0.999999162,0.641724804,C_{6}H_{14}O,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,diisopropyl ether,2.832298656
0.403138486,,1.327371184,150,0,264,456.8354602,0.60925654,0.817920975,1.102716642,C_{2}HCl_{2}F_{3},"InChI=1S/C2HCl2F3/c3-1(4)2(5,6)7/h1H",OHMHBGPWCHTMQE-UHFFFAOYSA-N,"1,1-dichloro-2,2,2-trifluoroethane",3.665535152
0.80904291,1.692712715,1.300589419,35,7,263,587.121,1.422816795,0.999819873,0.508096166,C_{4}H_{8}O_{2},InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-dioxane",5.17193581
0.294901602,0.528804014,1.373127388,82,4,258,616.8485372,0.559173881,0.831454501,1.298679882,C_{8}H_{10},"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",IVSZLXZYQVIEFR-UHFFFAOYSA-N,"1,3-dimethylbenzene",3.539163616
0.565245578,3.638742839,5.866808384,6,6,253,722,0.476407363,0.825898399,1.565067515,C_{6}H_{5}NO_{2},InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N,nitrobenzene,3.729570275
,0.664887733,0.701755841,0,6,251,569.08,0.23680245,0.833259309,2.840445939,C_{6}H_{12}O_{2},"InChI=1S/C6H12O2/c1-3-5-8-6(7)4-2/h3-5H2,1-2H3",MCSINKKTEDDPNK-UHFFFAOYSA-N,propyl propanoate,3.060409629
,1.26526843,1.564611007,0,8,246,536.1529427,2.864484741,0.996502951,0.261569254,C_{4}H_{8}O_{2},"InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3",KFNNIILCVOLYIR-UHFFFAOYSA-N,propyl methanoate,4.060030934
0.774594898,0.316685308,3.185176236,107,4,244,460.45,0.907032878,0.876373247,0.708696747,C_{5}H_{12},"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",QWTDNUCVQCZILF-UHFFFAOYSA-N,2-methylbutane,3.334190911
0.026820613,0.720734085,5.718329508,21,3,244,720.2829176,0.994051517,0.876115575,0.800498699,C_{10}H_{12},"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",CXWXQJXEFPUFDZ-UHFFFAOYSA-N,"1,2,3,4-tetrahydronaphthalene",3.518258397
,,8.198459246,0,0,240,768.2769799,1.393791961,0.977288063,1.116437903,C_{20}H_{42},"InChI=1S/C20H42/c1-3-5-7-9-11-13-15-17-19-20-18-16-14-12-10-8-6-4-2/h3-20H2,1-2H3",CBFCDTFDPHXCNY-UHFFFAOYSA-N,eicosane,1.086685357
0.531586404,1.253560026,6.209543895,53,9,237,722.3918757,0.463821894,0.809869392,2.554000841,C_{16}H_{34},"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",DCAYPVUWAIABOU-UHFFFAOYSA-N,hexadecane,1.44848859
,2.831780235,6.644103344,0,3,236,649.6,0.171351144,0.836679002,2.776352715,C_{3}H_{7}NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,dimethylformamide,4.410093604
,0.746392774,0.626247286,0,4,234,566.121,0.29917401,0.844401392,2.641207199,C_{6}H_{12}O_{2},"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3",OBNCKNCVKJNDBV-UHFFFAOYSA-N,ethyl butanoate,3.116435479
1.451541453,0.211243082,0.65482834,53,2,233,282.343808,0.325697679,0.85102929,1.169880032,C_{2}H_{4},InChI=1S/C2H4/c1-2/h1-2H2,VGGSQFUCUMXWEO-UHFFFAOYSA-N,ethene,5.041481129
0.864052753,,1.050846461,81,0,230,504.0691642,0.971295026,0.908926493,0.78324822,C_{6}H_{12},"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",LIKMAJRDDDTEIG-UHFFFAOYSA-N,hex-1-ene,3.205325969
,0.034377461,1.532246682,0,1,225,722.4,0.33245612,0.866011458,2.310731753,C_{2}H_{6}OS,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide,6.421268039
4.674003197,2.03563817,42.35252398,90,3,225,632.6476514,1.607435766,0.999981348,0.844608065,C_{7}H_{16}O,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,3.109963658
0.378849784,3.956259845,6.406903509,61,3,224,782.1482,0.726213898,0.837941272,1.064857944,C_{9}H_{7}N,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,SMWDFEZZVXVKRB-UHFFFAOYSA-N,quinoline,4.976740739
0.705648292,1.726766185,8.423968822,50,20,224,664.9,1.446941166,0.99999605,0.477358866,C_{6}H_{10}O,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,JHIVVAPYMSGYDF-UHFFFAOYSA-N,cyclohexanone,4.601555301
0.400931285,1.294145514,1.710915595,2,8,222,509.8442301,1.358294676,0.999779607,0.541436404,C_{3}H_{6}O_{2},"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",WBJINCZRORDGAQ-UHFFFAOYSA-N,ethyl methanoate,4.742404419
0.441023275,0.869558798,1.090974382,42,1,218,400.0541816,0.831218499,0.88807295,0.744607299,C_{2}H_{6}O,InChI=1S/C2H6O/c1-3-2/h1-2H3,LCGLNKUTAGEVQW-UHFFFAOYSA-N,dimethyl ether,5.301658699
