p (Pa);rho (mol/m3);T (K);z (molar);type;BibTeX;weight;x (molar);y (molar);rho' (mol/m3);rho'' (mol/m3);rho' (guess,mol/m3);rho'' (guess,mol/m3);error_TillnerRoth [%];rho (kg/m3)
37575250.0;48077.8157064785;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;851.84
27763460.0;47814.24109229126;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;847.17
17952100.0;47539.942885663855;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;842.31
8141200.0;47256.049885800516;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;837.28
35612860.0;48024.76214387978;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;850.9
25801160.0;47760.058730488316;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;846.21
15989870.0;47485.76052386092;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;841.35
6179070.0;47199.04552598701;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;836.27
33650550.0;47972.837380485296;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;849.98
23838930.0;47705.87636868537;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;845.25
14027740.0;47428.7561640474;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;840.34
31688190.0;47920.9126170908;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;849.06
21876660.0;47651.694006882426;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;844.29
12065560.0;47372.88060343812;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;839.35
29725860.0;47867.29465488998;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;848.11
19914100.0;47595.818446273144;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;843.3
10103390.0;47314.747444420376;373.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;838.32
37574460.0;48690.23985697698;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;853.04
25800540.0;48464.77979949427;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;849.09
14027290.0;48231.32875263241;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;845.0
3235690.0;48009.2934048836;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;841.11
35612090.0;48654.28040477088;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;852.41
23838310.0;48426.537207465546;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;848.42
12065130.0;48191.37380573674;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;844.3
2254660.0;47987.603576568814;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;840.73
33649820.0;48616.60859769782;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;851.75
21876060.0;48388.86540039249;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;847.76
10103000.0;48151.41885884107;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;843.6
1764140.0;47978.471017278374;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;840.57
31687500.0;48578.93679062476;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;851.09
19913860.0;48349.48123845247;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;847.07
8140850.0;48110.893126989744;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;842.89
1273630.0;47967.62610312098;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;840.38
29725190.0;48541.26498355169;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;850.43
17951580.0;48310.6678614681;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;846.39
6178750.0;48070.938180094076;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;842.19
783120.0;47957.92275887488;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;840.21
27762820.0;48503.02239152298;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;849.76
15990020.0;48271.85448448374;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;845.71
4216730.0;48030.41244824275;283.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;841.48
37575320.0;47051.73722983525;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;833.66
29725910.0;46816.94699535583;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;829.5
21876740.0;46575.383965651046;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;825.22
14027840.0;46324.790542312425;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;820.78
35612930.0;46994.16847041962;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;832.64
27763520.0;46756.55623792963;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;828.43
19914490.0;46512.17121021428;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;824.1
12065660.0;46261.013387273546;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;819.65
33650630.0;46935.47091179977;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;831.6
25801220.0;46696.165480503434;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;827.36
17952190.0;46451.21605318596;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;823.02
10103490.0;46194.414234224096;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;818.47
31688280.0;46875.08015437357;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;830.53
23839010.0;46637.46792188358;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;826.32
15989970.0;46387.438898147084;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;821.89
9612950.0;46179.17544496702;393.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;818.2
37573200.0;48219.91305351936;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;844.8
25799730.0;47982.46651196794;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;840.64
14026840.0;47734.17505625912;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;836.29
3235390.0;47499.01165453031;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;832.17
35610920.0;48181.67046149065;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;844.13
23837650.0;47941.36999516096;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;839.92
12064690.0;47692.50775449649;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;835.56
2254380.0;47476.751041259864;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;831.78
33648720.0;48141.71551459497;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;843.43
21875520.0;47900.84426330964;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;839.21
10102570.0;47650.269667778215;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;834.82
1763870.0;47465.33534214682;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;831.58
31686500.0;48102.331352654954;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;842.74
19913320.0;47860.31853145832;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;838.5
8140470.0;47607.46079610428;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;834.07
1273360.0;47454.49042798942;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;831.39
29724260.0;48062.376405759285;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;842.04
17951070.0;47818.651229695686;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;837.77
6178400.0;47564.081139474685;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;833.31
782860.0;47443.074728876374;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;831.19
27761950.0;48022.42145886362;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;841.34
15988920.0;47776.413142977406;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;837.03
4216410.0;47520.13069788945;293.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;832.54
37574270.0;46499.754418967765;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;823.88
25800250.0;46125.55748276619;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;817.25
14026950.0;45726.52696407159;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;810.18
4706910.0;45391.838000018;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;804.25
35611890.0;46438.79926193945;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;822.8
23838030.0;46061.780327727305;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;816.12
12064790.0;45658.234612215805;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;808.97
4216390.0;45373.77721275035;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;803.93
33649580.0;46377.27970530903;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;821.71
21875770.0;45995.18117467786;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;814.94
10102650.0;45587.684661951556;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;807.72
2744830.0;45319.030451345294;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;802.96
31687210.0;46315.19574907649;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;820.61
19913540.0;45929.146421230515;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;813.77
8140510.0;45517.13471168731;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;806.47
2254320.0;45300.969664077646;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;802.64
29724900.0;46251.41859403761;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;819.48
17951260.0;45861.982868578954;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;812.58
7159460.0;45481.57753675412;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;805.84
27762530.0;46188.77023820295;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;818.37
15989070.0;45795.948115131614;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;811.41
6178510.0;45446.58476142305;403.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;805.22
37573560.0;47734.17505625912;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;836.29
25799710.0;47484.17124568335;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;831.91
14026610.0;47221.610166083214;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;827.31
2254200.0;46948.77495728134;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;822.53
35611180.0;47693.07853945215;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;835.57
23837540.0;47440.220804098106;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;831.14
12064470.0;47178.23050945363;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;826.55
1273180.0;46924.23120418829;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;822.1
33648930.0;47650.840452733864;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;834.83
21875320.0;47397.41193242418;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;830.39
10102360.0;47133.70928291274;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;825.77
782680.0;46912.81550507524;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;821.9
31686600.0;47610.885505838196;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;834.13
19913110.0;47355.17384570589;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;829.65
8140310.0;47085.19256168228;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;824.92
29724310.0;47568.64741911991;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;833.39
17950860.0;47312.36497403196;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;828.9
6178240.0;47039.52976523009;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;824.12
27761940.0;47526.40933240163;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;832.65
15988690.0;47266.13139262411;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;828.09
4216250.0;46992.15461391093;303.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;823.29
37575250.0;45944.38521048759;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;814.04
27763520.0;45614.77584285303;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;808.2
17952220.0;45267.67008755291;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;802.05
8141430.0;44895.166350157684;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;795.45
35612870.0;45880.60805544871;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;812.91
25801220.0;45545.91909139512;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;806.98
15990020.0;45194.2981392781;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;800.75
6179300.0;44817.843604668065;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;794.08
33650570.0;45814.00890239926;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;811.73
23839020.0;45478.19113914143;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;805.78
14027900.0;45120.92619100328;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;799.45
4217270.0;44739.39205997422;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;792.69
31688230.0;45749.102948156156;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;810.58
21876760.0;45408.2055884793;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;804.54
12065720.0;45045.861043922116;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;798.12
2255180.0;44660.940515280374;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;791.3
29725900.0;45682.5037951067;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;809.4
19914510.0;45338.22003781716;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;803.3
10103560.0;44970.23149723884;413.15;[0.30193, 0.69807];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;796.78
37573680.0;47223.89330590583;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;827.35
27762250.0;47004.711882935284;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;823.51
17951270.0;46775.827115718654;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;819.5
8140850.0;46538.38057416723;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;815.34
35611360.0;47181.084434231896;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;826.6
25800030.0;46959.04908648309;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;822.71
15989130.0;46730.73510422211;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;818.71
6178800.0;46488.72228302547;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;814.47
33649100.0;47137.70477760231;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;825.84
23837870.0;46914.527859942194;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;821.93
14027080.0;46683.35995290295;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;817.88
4216830.0;46439.063991883704;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;813.6
31686830.0;47092.61276610576;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;825.05
21875680.0;46868.29427853435;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;821.12
12065000.0;46634.843231672494;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;817.03
2254830.0;46390.547270653246;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;812.75
29724570.0;47050.37467938748;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;824.31
19913520.0;46822.0606971265;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;820.31
10102930.0;46586.89729539769;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;816.19
1273820.0;46364.86194764888;313.16;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;812.3
37576240.0;50447.11595047524;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;883.82
25802190.0;50260.469269976886;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;880.55
14028890.0;50069.25630983332;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;877.2
3237260.0;49887.746693935835;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;874.02
35613870.0;50416.29356287001;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;883.28
23840000.0;50228.50531246035;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;879.99
12066730.0;50035.57999744982;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;876.61
2256250.0;49871.19393022191;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;873.73
33651530.0;50384.90039030912;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;882.73
21877750.0;50197.112139899466;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;879.44
10104590.0;50003.04525497763;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;876.04
1765720.0;49863.20294084278;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;873.59
31689190.0;50354.07800270389;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;882.19
19915520.0;50165.71896733858;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;878.89
8142440.0;49969.93972754979;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;875.46
1275210.0;49854.641166507994;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;873.44
29726860.0;50322.684830143;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;881.64
17953220.0;50133.18422486639;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;878.32
6180320.0;49936.83420012194;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;874.88
784710.0;49846.65017712885;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;873.3
27764480.0;50291.86244253777;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;881.1
15991020.0;50101.220267349854;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;877.76
4218300.0;49903.7286726941;243.18;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;874.3
37576120.0;46176.50291228358;333.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;809.0
27764320.0;45925.92831675215;333.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;804.61
17953020.0;45667.93351679724;333.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;800.09
8142190.0;45397.95223277363;333.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;795.36
35613700.0;46127.98619105311;333.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;808.15
25802030.0;45875.69924065473;333.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;803.73
15990810.0;45615.421300877206;333.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;799.17
6180080.0;45342.015307119684;333.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;794.38
33651380.0;46077.7571149557;333.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;807.27
23839810.0;45824.32859464601;333.15;[0.50321, 0.49678999999999995];PRhoT;HarmsWatzenberg-VDI-1995;1.0;;;;;;;;802.83
